"","Var1","Freq"
"1282","RHPN2",0
"1283","RICTOR",0
"1284","RIF1",0
"1285","RIMS2",0
"1286","RIOK1",0
"1287","RIOK2",0
"1288","RIOK3",0
"1289","RIPK1",0
"1290","RIPK2",0
"1291","RIPK3",1
"1292","RIPK4",0
"1293","RNASEL",0
"1294","RNF130",0
"1295","ROBO1",0
"1296","ROBO2",0
"1297","ROCK1",1
"1298","ROCK2",0
"1299","ROR1",1
"1300","ROR2",3
"1301","ROS1",4
"1302","RPGRIP1",0
"1303","RPL22",0
"1304","RPN1",0
"1305","RPS6",0
"1306","RPS6KA1",0
"1307","RPS6KA2",0
"1308","RPS6KA3",0
"1309","RPS6KA4",0
"1310","RPS6KA5",0
"1311","RPS6KA6",0
"1312","RPS6KB1",0
"1313","RPS6KB2",0
"1314","RPS6KC1",0
"1315","RPS6KL1",0
"1316","RPTOR",0
"1317","RRM2",0
"1318","RUNX1",0
"1319","RUNX1T1",0
"1320","RUNX2",0
"1321","RXRA",0
"1322","RYK",0
"1323","SACS",0
"1324","SBDS",0
"1325","SBK1",0
"1326","SBK2",0
"1327","SCARA5",0
"1328","SCD",0
"1329","SCD5",0
"1330","SCRIB",0
"1331","SCYL1",0
"1332","SCYL2",0
"1333","SCYL3",0
"1334","SDCCAG8",0
"1335","SDHB",0
"1336","SDHC",0
"1337","SDHD",0
"1338","SEMA3B",0
"1339","SEMA5B",0
"1340","Sep-03",0
"1341","Sep-05",0
"1342","Sep-06",0
"1343","Sep-09",0
"1344","SERPINA12",0
"1345","SERPINB1",0
"1346","SERPINB4",0
"1347","SET",0
"1348","SETDB1",0
"1349","SFPQ",0
"1350","SFRS3",0
"1351","SGK1",0
"1352","SGK196",0
"1353","SGK2",1
"1354","SGK223",0
"1355","SGK269",0
"1356","SGK3",2
"1357","SGK494",2
"1358","SH3GL1",0
"1359","SHC1",0
"1360","SHH",0
"1361","SIK1",1
"1362","SIK2",0
"1363","SIK3",0
"1364","SIRT1",0
"1365","SIX4",0
"1366","SKIL",0
"1367","SKP2",0
"1368","SLC14A1",0
"1369","SLC22A15",0
"1370","SLC22A3",0
"1371","SLC29A1",0
"1372","SLC45A3",0
"1373","SLC6A8",0
"1374","SLCO4A1",0
"1375","SLK",0
"1376","SMAD2",0
"1377","SMAD3",0
"1378","SMAD4",0
"1379","SMAD7",0
"1380","SMARCA4",0
"1381","SMARCB1",0
"1382","SMC2",0
"1383","SMG1",0
"1384","SMO",0
"1385","SMURF1",0
"1386","SMURF2",0
"1387","SNAPC5",0
"1388","SNRK",0
"1389","SNX19",0
"1390","SOCS1",0
"1391","SOCS3",0
"1392","SORL1",0
"1393","SOS1",0
"1394","SOST",0
"1395","SOX10",0
"1396","SOX11",0
"1397","SOX2",0
"1398","SP1",0
"1399","SP110",0
"1400","SP140",0
"1401","SPAG8",0
"1402","SPEG",0
"1403","SPEN",0
"1404","SPP1",0
"1405","SPRY2",0
"1406","SPTAN1",0
"1407","SRC",1
"1408","SRF",0
"1409","SRMS",0
"1410","SRPK1",0
"1411","SRPK2",0
"1412","SRPK3",0
"1413","SS18",0
"1414","SS18L1",0
"1415","SSU72",0
"1416","SSX1",0
"1417","SSX4",0
"1418","STAC2",0
"1419","STAG3",0
"1420","STAR",0
"1421","STARD3",0
"1422","STAT1",0
"1423","STAT3",0
"1424","STAT5A",0
"1425","STAT5B",0
"1426","STAT6",0
"1427","STIL",0
"1428","STK10",0
"1429","STK11",2
"1430","STK16",0
"1431","STK17A",2
"1432","STK17B",0
"1433","STK19",0
"1434","STK24",1
"1435","STK25",0
"1436","STK26",0
"1437","STK3",1
"1438","STK31",0
"1439","STK32A",4
"1440","STK32B",0
"1441","STK32C",0
"1442","STK33",1
"1443","STK35",0
"1444","STK36",2
"1445","STK38",1
"1446","STK38L",0
"1447","STK39",1
"1448","STK4",1
"1449","STK40",0
"1450","STRADA",0
"1451","STRADB",0
"1452","STRN4",0
"1453","STYK1",0
"1454","SUFU",0
"1455","SULF1",0
"1456","SULF2",0
"1457","SUZ12",0
"1458","SYK",1
"1459","TAB1",0
"1460","TAB2",0
"1461","TACC3",0
"1462","TAF1",0
"1463","TAF15",0
"1464","TAF1L",0
"1465","TAL1",0
"1466","TAL2",0
"1467","TAOK1",0
"1468","TAOK2",0
"1469","TAOK3",2
"1470","TBCK",0
"1471","TBK1",2
"1472","TBX18",0
"1473","TBX22",0
"1474","TCEA1",0
"1475","TCERG1L",0
"1476","TCF12",0
"1477","TCF21",0
"1478","TCF3",0
"1479","TCL1A",0
"1480","TCL6",0
"1481","TEC",1
"1482","TEK",4
"1483","TERT",0
"1484","TESK1",0
"1485","TESK2",1
"1486","TET1",0
"1487","TET2",0
"1488","TEX14",0
"1489","TFDP1",0
"1490","TFE3",0
"1491","TFEB",0
"1492","TFG",0
"1493","TFPT",0
"1494","TFR2",0
"1495","TFRC",0
"1496","TG",0
"1497","TGFB1",0
"1498","TGFB2",0
"1499","TGFB3",0
"1500","TGFBR1",4
"1501","TGFBR2",1
"1502","TGS1",0
"1503","THBS3",0
"1504","THRAP3",0
"1505","THRSP",0
"1506","TIAM1",0
"1507","TIE1",3
"1508","TIMP3",0
"1509","TLE1",0
"1510","TLK1",0
"1511","TLK2",2
"1512","TLN1",0
"1513","TLR3",0
"1514","TLR4",0
"1515","TLR7",0
"1516","TLR9",0
"1517","TLX1",0
"1518","TLX3",0
"1519","TMEM123",0
"1520","TMEM200A",0
"1521","TMEM74",0
"1522","TMPO",0
"1523","TMPRSS2",0
"1524","TNF",0
"1525","TNFAIP3",0
"1526","TNFRSF10B",0
"1527","TNFRSF11B",0
"1528","TNFRSF12A",0
"1529","TNFRSF13B",0
"1530","TNFRSF13C",0
"1531","TNFRSF17",0
"1532","TNFRSF18",0
"1533","TNFRSF1A",0
"1534","TNFRSF1B",0
"1535","TNFRSF4",0
"1536","TNFRSF8",0
"1537","TNFRSF9",0
"1538","TNFSF10",0
"1539","TNFSF11",0
"1540","TNIK",0
"1541","TNK1",1
"1542","TNK2",0
"1543","TNKS2",0
"1544","TNN",0
"1545","TNNI3K",0
"1546","TNRC6B",0
"1547","TOE1",0
"1548","TOP1",0
"1549","TOP2A",0
"1550","TOP2B",0
"1551","TOPBP1",0
"1552","TOX",0
"1553","TOX3",0
"1554","TP53",0
"1555","TP53BP1",0
"1556","TP53RK",0
"1557","TP63",0
"1558","TP73",0
"1559","TPH1",0
"1560","TPM3",0
"1561","TPM4",0
"1562","TPO",0
"1563","TPPP",0
"1564","TPR",0
"1565","TRADD",0
"1566","TRAF2",0
"1567","TRAF6",0
"1568","TRIB1",0
"1569","TRIB2",0
"1570","TRIB3",0
"1571","TRIM24",0
"1572","TRIM28",0
"1573","TRIM33",0
"1574","TRIM36",0
"1575","TRIM37",0
"1576","TRIM42",0
"1577","TRIM67",0
"1578","TRIO",3
"1579","TRIP11",0
"1580","TRIP13",0
"1581","TRPM6",0
"1582","TRPM7",0
"1583","TRPM8",0
"1584","TRPS1",0
"1585","TRRAP",0
"1586","TSC1",0
"1587","TSC2",0
"1588","TSHR",0
"1589","TSSK1B",3
"1590","TSSK2",0
"1591","TSSK3",0
"1592","TSSK4",0
"1593","TSSK6",1
"1594","TTBK1",0
"1595","TTBK2",0
"1596","TTK",1
"1597","TTL",0
"1598","TTN",0
"1599","TUFT1",0
"1600","TWF1",0
"1601","TWF2",0
"1602","TXK",2
"1603","TYK2",1
"1604","TYRO3",0
"1605","UBE2O",0
"1606","UBE3B",0
"1607","UBR5",0
"1608","UHMK1",0
"1609","ULK1",0
"1610","ULK2",0
"1611","ULK3",1
"1612","ULK4",0
"1613","UNC13C",0
"1614","URB2",0
"1615","USP6",0
"1616","VAV1",0
"1617","VCPIP1",0
"1618","VDAC1",0
"1619","VDR",0
"1620","VEGFA",0
"1621","VEGFC",0
"1622","VHL",0
"1623","VPS13B",0
"1624","VRK1",2
"1625","VRK2",2
"1626","VRK3",0
"1627","WAS",0
"1628","WBP4",0
"1629","WDHD1",0
"1630","WEE1",0
"1631","WEE2",1
"1632","WHSC1",0
"1633","WHSC1L1",0
"1634","WIF1",0
"1635","WLS",0
"1636","WNK1",0
"1637","WNK2",0
"1638","WNK3",0
"1639","WNK4",0
"1640","WNT1",0
"1641","WRN",0
"1642","WT1",0
"1643","XIAP",0
"1644","XPA",0
"1645","XPC",0
"1646","XPO4",0
"1647","XPO5",0
"1648","XTa_„èbulat_„è_„èor_„è is u_„ènreg_„èistered!",0
"1649","YAP1",0
"1650","YES1",0
"1651","YWHAH",0
"1652","YWHAQ",0
"1653","ZAK",0
"1654","ZAP70",1
"1655","ZBTB16",0
"1656","ZFYVE9",0
"1657","ZMYM2",0
"1658","ZMYND10",0
"1659","ZNF217",0
"1660","ZNF276",0
"1661","ZNF331",0
"1662","ZNF384",0
"1663","ZNF423",0
"1664","ZNF497",0
"1665","ZNF521",0
"1666","ZNF608",0
"1667","ZNF643",0
"1668","ZNF668",0
